week,day,hour,avg_queue_time,row_count,prev_avg1,prev_week_avg
3,3,22,5.1965,1,1.59915,2.92883
3,4,7,8.71164,13,8.71164,9.13522
3,4,8,21.7099,18,8.71164,12.3776
3,4,9,22.2031,16,21.7099,22.8048
3,4,10,36.642,47,22.2031,30.6988
3,4,11,29.0207,25,36.642,17.8464
3,4,12,24.0632,26,29.0207,12.4282
3,4,13,20.8997,23,24.0632,9.81944
3,4,14,33.355,33,20.8997,26.3784
3,4,15,16.814,29,33.355,22.9927
3,4,16,32.2594,30,16.814,31.0351
3,4,17,29.8333,42,32.2594,32.7788
3,4,18,5.36923,8,29.8333,10.5503
3,4,19,4.67979,12,5.36923,3.43406
3,4,20,6.39841,11,4.67979,2.22737
3,4,21,4.38603,16,6.39841,4.5053
3,4,22,0,1,4.38603,0
3,5,7,29.8987,24,29.8987,3.36546
3,5,8,19.5303,18,29.8987,19.0546
3,5,9,9.60272,24,19.5303,6.40307
3,5,10,36.1818,49,9.60272,22.3466
3,5,11,18.0895,30,36.1818,13.2807
3,5,12,31.4785,28,18.0895,22.5507
3,5,13,35.6641,40,31.4785,19.2009
3,5,14,14.9345,31,35.6641,25.6685
3,5,15,30.5441,35,14.9345,24.8732
3,5,16,26.8937,30,30.5441,25.7013
3,5,17,29.068,43,26.8937,33.6604
3,5,18,29.1342,17,29.068,6.90844
3,5,19,11.8197,21,29.1342,3.87437
3,5,20,21.552,13,11.8197,27.0176
3,5,21,19.6502,15,21.552,3.88526
4,1,7,2.05129,4,2.05129,2.05129
4,1,8,0,1,2.05129,0
4,1,9,9.86304,4,0,9.86304
4,1,10,4.78654,6,9.86304,4.78654
4,1,11,2.35571,7,4.78654,2.35571
4,1,12,0,3,2.35571,0
4,1,13,2.03834,5,0,2.03834
4,1,14,2.9296,4,2.03834,2.9296
4,1,15,0,1,2.9296,0
4,1,16,1.32784,5,0,1.32784
4,1,17,0.141414,5,1.32784,0.141414
4,1,18,0,3,0.141414,0
4,1,19,0.625646,5,0,0.625646
4,1,20,0,1,0.625646,0
4,1,21,0,1,0,0
4,2,7,1.69263,7,1.69263,1.69263
4,2,8,4.00385,9,1.69263,4.00385
4,2,9,1.18905,6,4.00385,1.18905
4,2,10,35.338,22,1.18905,35.338
4,2,11,1.96095,11,35.338,1.96095
4,2,12,6.83342,11,1.96095,6.83342
4,2,13,15.0995,14,6.83342,15.0995
4,2,14,2.63687,12,15.0995,2.63687
4,2,15,5.65337,9,2.63687,5.65337
4,2,16,6.58485,10,5.65337,6.58485
4,2,17,13.3957,20,6.58485,13.3957
4,2,18,1.65647,7,13.3957,1.65647
4,2,19,4.49346,8,1.65647,4.49346
4,2,20,3.1734,6,4.49346,3.1734
4,2,21,1.29832,6,3.1734,1.29832
4,3,7,12.8153,9,12.8153,12.8153
4,3,8,2.66463,6,12.8153,2.66463
4,3,9,7.22338,9,2.66463,7.22338
4,3,10,12.2417,19,7.22338,12.2417
4,3,11,25.1668,26,12.2417,25.1668
4,3,12,15.1809,19,25.1668,15.1809
4,3,13,7.35889,15,15.1809,7.35889
4,3,14,19.516,23,7.35889,19.516
4,3,15,14.7252,23,19.516,14.7252
4,3,16,17.8937,22,14.7252,17.8937
4,3,17,18.0184,25,17.8937,18.0184
4,3,18,6.02017,11,18.0184,6.02017
4,3,19,1.84966,9,6.02017,1.84966
4,3,20,11.9667,8,1.84966,11.9667
4,3,21,11.5281,13,11.9667,11.5281
4,3,22,2.92883,2,11.5281,2.92883
4,4,7,9.13522,10,9.13522,9.13522
4,4,8,12.3776,22,9.13522,12.3776
4,4,9,22.8048,25,12.3776,22.8048
4,4,10,30.6988,42,22.8048,30.6988
4,4,11,17.8464,29,30.6988,17.8464
4,4,12,12.4282,17,17.8464,12.4282
4,4,13,9.81944,21,12.4282,9.81944
4,4,14,26.3784,27,9.81944,26.3784
4,4,15,22.9927,24,26.3784,22.9927
4,4,16,31.0351,30,22.9927,31.0351
4,4,17,32.7788,38,31.0351,32.7788
4,4,18,10.5503,15,32.7788,10.5503
4,4,19,3.43406,12,10.5503,3.43406
4,4,20,2.22737,8,3.43406,2.22737
4,4,21,4.5053,11,2.22737,4.5053
4,5,7,3.36546,8,3.36546,3.36546
4,5,8,19.0546,14,3.36546,19.0546
4,5,9,6.40307,14,19.0546,6.40307
4,5,10,22.3466,23,6.40307,22.3466
4,5,11,13.2807,24,22.3466,13.2807
4,5,12,22.5507,26,13.2807,22.5507
4,5,13,19.2009,24,22.5507,19.2009
4,5,14,25.6685,18,19.2009,25.6685
4,5,15,24.8732,21,25.6685,24.8732
4,5,16,25.7013,28,24.8732,25.7013
4,5,17,33.6604,28,25.7013,33.6604
4,5,18,6.90844,10,33.6604,6.90844
4,5,19,3.87437,8,6.90844,3.87437
4,5,20,27.0176,21,3.87437,27.0176
4,5,21,3.88526,10,27.0176,3.88526
4,5,22,7.25784,4,3.88526,7.25784
